Date,Temp,consumption,Month
209902,18.79386364,20807869,2
209903,23.59354545,18491816,3
209904,27.8556,16435191,4
209905,31.31004545,14768272,5
209906,33.16864545,13871418,6
209907,34.23767273,13355566,7
209908,33.80910909,13562367,8
209909,33.69861818,13615683,9
209910,30.42555455,15195077,10
209911,24.94124545,17841493,11
209912,21.21492727,19639602,12
